1503666158	0	33	1	38	3
1503666183	0	28	107	58	128
1503666202	0	25	1	34	140
1503666210	0	29	1	56	129
1503666219	0	21	1	57	605
1503666224	0	24	58	36	141
1503666231	0	33	1	36	0
1503666253	0	32	139	37	999
1503666265	0	21	1	55	607
1503666282	0	29	1	58	129
1503666354	0	28	107	56	113
1503666362	0	25	1	34	140
1503666370	0	21	1	59	607
1503666373	0	32	139	38	999
1503666397	0	33	1	36	998
1503666402	0	20	152	59	605
1503666446	0	29	1	56	127
1503666461	0	33	1	37	0
1503666471	0	25	1	34	140
1503666484	0	28	107	58	126
1503666495	0	21	1	55	603
1503666501	0	24	58	36	141
1503666504	0	33	1	37	997
1503666536	0	32	139	37	0
1503666561	0	21	1	59	960
1503666573	0	33	1	36	998
1503666588	0	20	152	59	608
1503666596	0	32	139	36	2
1503666603	0	24	58	61	492
1503666614	0	28	107	52	95
1503666658	0	32	139	38	1
1503666670	0	24	58	32	140
1503666785	0	32	139	37	2
1503666805	0	21	1	55	613
1503666831	0	29	1	54	475
1503666838	0	20	152	59	955
1503666846	0	32	139	37	4
1503666876	0	33	1	38	3
1503666884	0	25	1	34	144
1503666898	0	20	152	57	616
1503666911	0	24	58	34	146
1503666925	0	28	107	54	136
1503666957	0	24	58	34	150
1503666982	0	28	107	54	138
1503666990	0	21	1	55	619
1503667000	0	33	1	37	6
1503667034	0	25	1	38	143
1503667045	0	28	107	56	133
1503667050	0	21	1	55	613
1503667055	0	24	58	36	150
1503667062	0	33	1	38	7
1503667086	0	32	140	36	4
1503667110	0	28	107	56	135
1503667121	0	33	1	37	3
1503667136	0	29	1	58	135
1503667143	0	25	1	34	145
1503667171	0	24	58	36	146
1503667187	0	20	152	61	617
1503667208	0	25	0	62	577
1503667215	0	28	107	52	88
1503667259	0	32	139	38	0
1503667265	0	21	1	57	616
1503667273	0	28	107	56	139
1503667290	0	33	1	37	3
1503667355	0	25	152	55	578
1503667363	0	33	1	36	3
1503667534	0	25	1	36	147
1503667538	0	33	1	38	3
1503667583	0	20	152	57	936
1503667590	0	28	107	54	456
1503667623	0	21	1	59	935
1503667645	0	20	152	59	623
1503667665	0	33	1	37	319
1503667671	0	21	1	59	935
1503667698	0	20	152	61	623
1503667716	0	25	1	36	150
1503667792	0	29	1	58	141
1503667822	0	25	152	55	593
1503667832	0	25	1	36	154
1503667846	0	21	1	57	625
1503667918	0	24	58	38	156
1503667936	0	28	107	56	143
1503667950	0	20	152	59	629
1503667965	0	29	1	56	141
1503667972	0	21	1	57	625
1503667980	0	33	1	38	7
1503667984	0	24	58	38	157
1503667990	0	28	107	54	146
1503668023	0	29	1	54	146
1503668034	0	33	1	37	8
1503668063	0	25	1	36	155
1503668073	0	32	139	38	7
1503668077	0	29	1	56	144
1503668091	0	21	1	55	629
1503668113	0	28	107	56	146
1503668134	0	29	1	58	146
1503668159	0	28	107	58	148
1503668164	0	24	58	38	160
1503668173	0	20	152	57	631
1503668193	0	21	1	57	630
1503668213  0	33	1	37	10
1503668254	0	29	1	58	145
1503668266	0	20	152	61	629
1503668271	0	33	1	37	10
1503668284	0	28	107	58	147
1503668323	0	29	1	58	432
1503668327	0	20	152	59	916
1503668333	0	33	1	36	964
1503668340	0	24	58	36	115
1503668365	0	25	1	32	162
1503668380	0	29	1	58	150
1503668434	0	29	1	56	149
1503668439	0	32	139	37	12
1503668455	0	21	1	57	634
1503668464	0	24	58	42	150
1503668476	0	33	1	38	11
1503668492	0	20	152	57	636
1503668504	0	29	1	58	150
1503668543	0	20	152	59	635
1503668555	0	33	1	36	13
1503668576	0	21	1	57	635
1503668610	0	33	1	37	13
1503668622	0	25	1	32	159
1503668708	0	32	140	36	12
1503668712	0	24	58	34	164
1503668731	0	33	1	37	14
1503668746	0	21	1	55	638
1503668775	0	33	1	36	11
1503668779	0	24	58	36	162
1503668785	0	20	152	59	636
1503668814	0	21	1	57	639
1503668830	0	24	58	44	152
1503668866	0	21	1	55	638
1503668878	0	33	1	37	14
1503668896	0	24	58	36	166
1503668905	0	20	152	59	640
1503668920	0	33	1	38	14
1503668924	0	28	107	58	153
1503668945	0	32	139	37	11
1503668982	0	33	1	38	9
1503669046	0	33	1	38	11
1503669066	0	24	58	36	162
1503669116	0	28	107	56	102
1503669125	0	32	139	36	268
1503669129	0	24	58	36	417
1503669165	0	25	1	36	138
1503669184	0	32	139	36	265
1503669221	0	33	1	37	266
1503669229	0	25	1	38	418
1503669259	0	20	152	59	643
1503669280	0	21	1	55	643
1503669284	0	33	1	36	13
1503669301	0	20	152	59	643
1503669317	0	32	139	37	13
1503669323	0	21	1	59	642
1503669343	0	33	1	36	14
1503669351	0	25	1	34	169
1503669362	0	20	152	59	643
1503669373	0	29	1	56	155
1503669475	0	21	1	57	644
1503669482	0	29	1	58	156
1503669492	0	24	58	36	167
1503669525	0	25	1	34	165
1503669537	0	33	1	37	12
1503669585	0	25	1	34	166
1503669592	0	33	1	37	12
1503669595	0	21	1	55	643
1503669603	0	29	1	54	116
1503669615	0	24	58	32	129
1503669632	0	20	152	59	645
1503669653	0	21	1	57	642
1503669664	0	29	1	58	156
1503669668	0	33	1	38	13
1503669678	0	20	152	61	645
1503669691	0	24	58	34	167
1503669772	0	32	139	36	9
1503669791	0	29	1	56	157
1503669795	0	33	1	37	13
1503669826	0	28	107	58	156
1503669853	0	29	1	58	155
1503669873	0	24	58	34	166
1503669924	0	29	1	58	155
